0,3.0,5.0,1.0
1,7.0,9.0,2.0
2,5.0,3.0,9.0
3,1.0,5.0,5.0
4,5.0,7.0,7.0
5,8.0,8.0,9.0
6,3.0,5.0,4.0
7,6.0,2.0,9.0
8,3.0,4.0,4.0
9,9.0,9.0,6.0
10,1.0,7.0,7.0
11,6.0,4.0,1.0
12,4.0,9.0,2.0
13,1.0,9.0,4.0
14,8.0,9.0,5.0
15,5.0,9.0,5.0
16,4.0,9.0,5.0
17,5.0,2.0,9.0
18,7.0,2.0,9.0
19,2.0,7.0,6.0
20,4.0,1.0,9.0
21,4.0,1.0,3.0
22,1.0,5.0,2.0
23,7.0,1.0,6.0
24,3.0,8.0,2.0
25,8.0,8.0,3.0
26,2.0,3.0,4.0
27,2.0,9.0,6.0
28,5.0,9.0,7.0
29,1.0,3.0,8.0
30,9.0,2.0,8.0
31,4.0,5.0,7.0
32,5.0,9.0,5.0
33,6.0,1.0,9.0
34,5.0,4.0,5.0
35,1.0,1.0,4.0
36,4.0,2.0,2.0
37,3.0,7.0,4.0
38,1.0,7.0,2.0
39,2.0,3.0,6.0
40,1.0,7.0,9.0
41,8.0,7.0,8.0
42,6.0,4.0,3.0
43,6.0,4.0,7.0
44,1.0,5.0,3.0
45,6.0,6.0,8.0
46,6.0,5.0,6.0
47,5.0,4.0,7.0
48,6.0,3.0,7.0
49,1.0,9.0,5.0
50,2.0,2.0,3.0
51,9.0,1.0,2.0
52,2.0,4.0,1.0
53,9.0,2.0,3.0
54,8.0,7.0,6.0
55,1.0,2.0,7.0
56,4.0,7.0,9.0
57,3.0,6.0,5.0
58,5.0,3.0,1.0
59,9.0,4.0,7.0
60,3.0,1.0,6.0
61,9.0,8.0,2.0
62,4.0,8.0,9.0
63,2.0,6.0,8.0
64,1.0,4.0,3.0
65,9.0,7.0,2.0
66,1.0,1.0,9.0
67,7.0,8.0,2.0
68,3.0,3.0,5.0
69,2.0,5.0,5.0
70,8.0,2.0,6.0
71,4.0,2.0,2.0
72,5.0,3.0,7.0
73,3.0,1.0,7.0
74,2.0,2.0,6.0
75,9.0,3.0,5.0
76,7.0,9.0,4.0
77,8.0,1.0,4.0
78,5.0,4.0,9.0
79,5.0,9.0,8.0
80,8.0,4.0,1.0
81,3.0,9.0,8.0
82,5.0,8.0,7.0
83,2.0,4.0,2.0
84,3.0,4.0,6.0
85,3.0,9.0,4.0
86,1.0,2.0,6.0
87,8.0,3.0,7.0
88,6.0,1.0,1.0
89,7.0,2.0,9.0
90,6.0,4.0,1.0
91,1.0,7.0,4.0
92,6.0,1.0,9.0
93,5.0,6.0,4.0
94,2.0,9.0,8.0
95,6.0,9.0,3.0
96,3.0,6.0,9.0
97,8.0,7.0,6.0
98,2.0,2.0,3.0
99,4.0,8.0,6.0
100,1.0,8.0,9.0
101,8.0,9.0,7.0
102,2.0,3.0,2.0
103,9.0,3.0,4.0
104,1.0,6.0,9.0
105,2.0,2.0,6.0
106,4.0,5.0,3.0
107,6.0,8.0,1.0
108,1.0,6.0,3.0
109,5.0,2.0,8.0
110,5.0,4.0,6.0
111,8.0,3.0,9.0
112,8.0,6.0,1.0
113,3.0,8.0,2.0
114,7.0,7.0,2.0
115,2.0,8.0,6.0
116,8.0,5.0,9.0
117,9.0,5.0,5.0
118,3.0,3.0,5.0
119,8.0,8.0,9.0
120,5.0,6.0,4.0
121,3.0,7.0,5.0
122,5.0,6.0,7.0
123,8.0,3.0,6.0
124,3.0,3.0,2.0
125,3.0,9.0,9.0
126,5.0,4.0,6.0
127,2.0,7.0,4.0
128,5.0,5.0,3.0
129,4.0,3.0,3.0
130,7.0,1.0,8.0
131,9.0,2.0,2.0
132,5.0,6.0,3.0
133,1.0,2.0,5.0
134,6.0,9.0,1.0
135,2.0,1.0,8.0
136,9.0,9.0,1.0
137,7.0,5.0,5.0
138,4.0,2.0,5.0
139,7.0,8.0,7.0
140,2.0,1.0,5.0
141,2.0,8.0,9.0
142,7.0,6.0,6.0
143,4.0,3.0,7.0
144,8.0,3.0,4.0
145,8.0,7.0,7.0
146,7.0,1.0,7.0
147,8.0,6.0,9.0
148,3.0,5.0,9.0
149,8.0,3.0,4.0
150,9.0,4.0,7.0
151,6.0,7.0,8.0
152,4.0,1.0,9.0
153,1.0,1.0,5.0
154,8.0,2.0,6.0
155,2.0,9.0,1.0
156,3.0,9.0,2.0
157,6.0,5.0,4.0
158,8.0,3.0,5.0
159,5.0,5.0,4.0
160,1.0,3.0,5.0
161,6.0,1.0,8.0
162,8.0,6.0,5.0
163,1.0,1.0,4.0
164,5.0,3.0,6.0
165,7.0,6.0,9.0
166,1.0,2.0,6.0
167,9.0,1.0,5.0
168,3.0,8.0,1.0
169,5.0,7.0,5.0
170,4.0,1.0,7.0
171,1.0,1.0,8.0
172,3.0,8.0,6.0
173,8.0,6.0,8.0
174,2.0,8.0,3.0
175,3.0,7.0,1.0
176,7.0,2.0,4.0
177,3.0,3.0,7.0
178,9.0,5.0,5.0
179,1.0,4.0,8.0
180,4.0,9.0,9.0
181,6.0,8.0,3.0
182,2.0,1.0,3.0
183,1.0,8.0,5.0
184,2.0,5.0,2.0
185,8.0,5.0,4.0
186,7.0,3.0,6.0
187,1.0,5.0,2.0
188,6.0,1.0,8.0
189,5.0,9.0,5.0
190,8.0,5.0,2.0
191,9.0,8.0,2.0
192,6.0,5.0,3.0
193,3.0,8.0,3.0
194,6.0,3.0,5.0
195,5.0,1.0,7.0
196,9.0,2.0,8.0
197,7.0,3.0,7.0
198,4.0,7.0,9.0
199,1.0,2.0,1.0
200,6.0,4.0,8.0
201,4.0,5.0,8.0
202,7.0,9.0,4.0
203,2.0,9.0,4.0
204,4.0,7.0,7.0
205,9.0,8.0,7.0
206,4.0,4.0,1.0
207,1.0,3.0,4.0
208,5.0,6.0,8.0
209,5.0,6.0,2.0
210,4.0,3.0,2.0
211,7.0,7.0,1.0
212,7.0,9.0,2.0
213,2.0,7.0,4.0
214,6.0,5.0,1.0
215,3.0,4.0,4.0
216,5.0,9.0,7.0
217,8.0,2.0,3.0
218,4.0,2.0,5.0
219,6.0,6.0,3.0
220,6.0,1.0,8.0
221,5.0,2.0,5.0
222,3.0,6.0,7.0
223,2.0,8.0,3.0
224,2.0,5.0,4.0
225,9.0,1.0,4.0
226,7.0,7.0,4.0
227,5.0,2.0,3.0
228,6.0,7.0,2.0
229,6.0,3.0,2.0
230,9.0,8.0,3.0
231,3.0,4.0,6.0
232,2.0,4.0,2.0
233,5.0,7.0,2.0
234,7.0,7.0,7.0
235,2.0,8.0,1.0
236,6.0,5.0,6.0
237,7.0,6.0,7.0
238,5.0,7.0,7.0
239,1.0,2.0,1.0
240,7.0,1.0,4.0
241,1.0,2.0,9.0
242,8.0,7.0,6.0
243,5.0,2.0,2.0
244,4.0,5.0,1.0
245,9.0,4.0,3.0
246,1.0,1.0,4.0
247,3.0,7.0,3.0
248,7.0,5.0,3.0
249,1.0,3.0,9.0
250,9.0,2.0,5.0
251,9.0,6.0,1.0
252,8.0,7.0,6.0
253,8.0,4.0,5.0
254,7.0,3.0,7.0
255,5.0,8.0,9.0
256,5.0,7.0,6.0
257,9.0,2.0,5.0
258,6.0,9.0,5.0
259,1.0,5.0,8.0
260,4.0,5.0,1.0
261,4.0,1.0,9.0
262,3.0,7.0,1.0
263,7.0,6.0,3.0
264,4.0,9.0,6.0
265,8.0,9.0,8.0
266,7.0,4.0,6.0
267,8.0,2.0,7.0
268,3.0,4.0,1.0
269,2.0,9.0,5.0
270,8.0,9.0,5.0
271,4.0,3.0,1.0
272,7.0,6.0,6.0
273,4.0,1.0,1.0
274,2.0,5.0,6.0
275,7.0,2.0,4.0
276,9.0,1.0,8.0
277,4.0,3.0,9.0
278,7.0,1.0,4.0
279,5.0,6.0,5.0
280,2.0,8.0,1.0
281,9.0,2.0,9.0
282,3.0,5.0,2.0
283,4.0,6.0,9.0
284,2.0,3.0,4.0
285,1.0,6.0,2.0
286,6.0,6.0,8.0
287,7.0,4.0,8.0
288,9.0,1.0,8.0
289,3.0,1.0,5.0
290,9.0,4.0,8.0
291,4.0,1.0,5.0
292,1.0,2.0,9.0
293,3.0,8.0,9.0
294,8.0,3.0,2.0
295,7.0,7.0,6.0
296,5.0,7.0,8.0
297,2.0,1.0,3.0
298,3.0,6.0,9.0
299,3.0,9.0,9.0
300,4.0,5.0,4.0
301,9.0,9.0,6.0
302,1.0,3.0,5.0
303,4.0,2.0,4.0
304,5.0,5.0,7.0
305,1.0,6.0,7.0
306,1.0,7.0,5.0
307,2.0,4.0,5.0
308,9.0,7.0,8.0
309,8.0,3.0,4.0
310,4.0,4.0,3.0
311,6.0,7.0,4.0
312,3.0,3.0,3.0
313,9.0,5.0,1.0
314,8.0,2.0,3.0
315,4.0,5.0,7.0
316,7.0,1.0,8.0
317,2.0,7.0,8.0
318,1.0,4.0,5.0
319,5.0,4.0,2.0
320,2.0,9.0,2.0
321,3.0,3.0,9.0
322,7.0,5.0,2.0
323,9.0,7.0,5.0
324,5.0,4.0,8.0
325,5.0,4.0,4.0
326,8.0,9.0,3.0
327,8.0,3.0,4.0
328,5.0,6.0,3.0
329,3.0,1.0,5.0
330,2.0,3.0,9.0
331,7.0,5.0,7.0
332,8.0,1.0,4.0
333,4.0,1.0,1.0
334,8.0,4.0,1.0
335,2.0,3.0,1.0
336,8.0,9.0,2.0
337,7.0,9.0,5.0
338,7.0,5.0,3.0
339,6.0,3.0,9.0
340,6.0,1.0,4.0
341,8.0,2.0,3.0
342,5.0,1.0,5.0
343,5.0,5.0,4.0
344,8.0,8.0,3.0
345,6.0,4.0,7.0
346,9.0,9.0,9.0
347,1.0,9.0,4.0
348,6.0,8.0,5.0
349,1.0,6.0,5.0
350,9.0,6.0,5.0
351,6.0,5.0,4.0
352,7.0,3.0,4.0
353,6.0,9.0,5.0
354,9.0,5.0,2.0
355,9.0,2.0,1.0
356,7.0,6.0,8.0
357,9.0,2.0,8.0
358,8.0,7.0,4.0
359,5.0,2.0,9.0
360,7.0,5.0,6.0
